,STUDYAREAN,IMGPATH,SPECIESID,COMMONNAME,SPECIESWEIGHTS,OBJECT,OBJECTNAME,OBJWEIGHTS
2489590,Buena Vista North,F:\Nilgai_photo_database\BV\BVN\BV_N_01_190301\BVN-BVN01_02397_2-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2480098,Buena Vista North,F:\Nilgai_photo_database\BV\BVN\BV_N_05_190301\BVN-BVN05_00803_2-8-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
749356,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_02_190827\CSE-COSE02_00553_8-26-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1659500,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_055_190522\CLE-COLE055_00163_5-5-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
301661,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_01_190228\RCW-RCW01_01276_2-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
355211,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_00.2_190403_Cam85\RCW-RCW00.2_11040_4-2-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2411724,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_07_190207_Cam142\RCNX0528.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
503145,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_03_190228_Cam42\RCW-RCW03_04320_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
38178,Russel S,F:\Nilgai_photo_database\RU\RUS\RU_S_02_190528\RUS-RUS02_00232_4-30-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
493048,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02.1_190403\RCW-RCW02.1_04435_3-26-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
432939,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_25_190301\RCW-RCW25_00724_2-16-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1820056,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_3_190730\BSM-BVSM3_00036_6-29-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1351397,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_65.5_190211\CNC-CONC65.5_00052_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1213448,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_65.5_190521\CNC-CONC65.5_08636_5-8-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
180660,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_07_190404\RUE-RUE07_00376_3-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1444386,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_04_190603\CN-CON04_02061_5-29-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1460171,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_0672_190403\CLE-COLE0672_00701_3-22-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
578790,Colima Trough,F:\Nilgai_photo_database\COL\CT\C_T_05_190812\CT-CT05_00388_7-31-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
440242,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_7.2_190212\RCW-RCW07.2_01233_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
294395,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_22_190204\RCW-RCW22_01161_1-30-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
315377,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02_190228\RCW-RCW02_00749_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
424259,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_03_190403\RCW-RCW03_02058_3-13-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1083044,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05_190924\CNE-CONE05_00198_9-20-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1363889,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_08.1_190227\CNC-CONC08.1_00158_2-17-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
480562,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_06_190228\RCW-RCW06_00694_2-27-2018.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1938077,BV East Middle,F:\Nilgai_photo_database\BV\BVEM\BV_EM_02_190301\BEM-BVEM02_01150_2-11-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
374486,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_00.2_190507_Cam85\RCW-RCW00.2_00333_4-6-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
745910,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_02_190211\CSE-COSE02_00242_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
420276,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01496_1-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1429148,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_03_190522\CN-CON03_00111_5-4-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
163842,Russel Middle,F:\Nilgai_photo_database\RU\RUM\RU_M_01_190404\RUM-RUM01_00184_3-4-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2459355,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_05_190207_Cam103\RCNX0111.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
179935,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_05_190404\RUE-RUE05_00241_3-4-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
358678,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02.1_190507_Cam84\RCW-RCW02.1_00390_3-8-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
508828,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_01_190403\RCW-RCW01_00619_4-2-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2340113,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_04_190827\BSE-BVSE04_05824_8-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1262368,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_65.5_190404\CNC-CONC65.5_12396_3-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
440871,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_7.2_190212\RCW-RCW07.2_00808_1-22-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1079748,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05_190729\CNE-CONE05_00551_7-27-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1308843,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_01_190211\CNC-CONC01_00013_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
850154,Colima North West,F:\Nilgai_photo_database\COL\CONW\CO_NW_01_190729\CNW-CONW01_02447_7-18-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1178850,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_65.5_190123\CNC-CONC65.5_02624_12-28-2018.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2267648,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_04_190405\BSE-BVSE04_01562_3-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1823555,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_1_190424\BSM-BVSM1_00035_4-5-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1819634,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_3_190827\BSM-BVSM3_00098_8-26-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
493246,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_02.1_190403\RCW-RCW02.1_04078_3-13-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
337983,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_21_190204\RCW-RCW21_01606_1-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
271297,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_22_190212\RCW-RCW22_00083_2-4-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
243765,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_00.2_190403_Cam85\RCW-RCW00.2_04453_3-20-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
420567,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01691_1-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
480568,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_06_190228\RCW-RCW06_00714_2-27-2018.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
194885,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_05_190301\RUE-RUE05_00538_2-10-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
198791,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_05_190301\RUE-RUE05_00009_1-13-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
419529,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01892_1-27-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2045288,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_01_Cam75_190813\BVS-BVS01_05079_7-30-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2169056,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_02_190207_Cam39\BVS-BVS02_00243_1-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2411668,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_07_190207_Cam142\RCNX0436.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1821339,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_1_190730\BSM-BVSM1_00525_7-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2490670,Buena Vista North,F:\Nilgai_photo_database\BV\BVN\BV_N_04_190301\BVN-BVN04_01587_2-14-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
395406,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_09.1_190228\RCW-RCW09.1_00256_2-19-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
270654,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_09.1_190212\RCW-RCW09.1_01393_1-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1972661,Buena Vista SW,F:\Nilgai_photo_database\BV\BVSW\BV_SW_05_190207_Cam131\RCNX0060.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
430069,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_00.2_190507_Cam88\RCW-RCW00.2_00146_4-13-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
913828,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.4_190429\CNE-CONE05.4_01433_4-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
507488,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07_190403\RCW-RCW07_00525_3-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1824446,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_3_190301\BSM-BVSM3_00021_2-8-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
432494,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_01_190507\RCW-RCW01_00142_4-9-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
419540,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01931_1-27-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
181113,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_07_190404\RUE-RUE07_00469_3-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
741125,Colima SE,F:\Nilgai_photo_database\COL\COSE\CO_SE_16_190522\CSE-COSE16_00391_5-2-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
270189,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_09.1_190212\RCW-RCW09.1_01010_1-20-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
301556,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_01_190228\RCW-RCW01_01188_2-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1191934,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_65.5_190123\CNC-CONC65.5_05994_1-20-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1409502,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_04_190429\CN-CON04_00164_4-7-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
269859,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_11_190403\RCW-RCW11_00244_3-19-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2091173,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_01_190910_Cam75\BVS-BVS01_00019_8-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
713712,Colima SE,F:\Nilgai_photo_database\COL\COSE\Cam111_CO_SE_02_190206\Cam111_CO_SE_02_190206_00193_1-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
423980,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_03.1_190403\RCW-RCW03.1_02376_3-21-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
892948,Colima NE,F:\Nilgai_photo_database\COL\CONE\CO_NE_05.3_190521\CNE-CONE05.3_00101_5-3-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1546123,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_11_190404_Cam100\CLE-COLE11_00527_3-25-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
420481,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01294_1-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1178143,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_08.1_190429\CNC-CONC08.1_00185_4-19-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1384691,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_12_190827\CNC-CONC12_00223_8-17-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2499863,Buena Vista Mid,F:\Nilgai_photo_database\BV\BVM\BV_M_20_190110\BVM-BVM20_00566_12-22-2018.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
420508,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01318_1-23-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
817669,Colima S Central,F:\Nilgai_photo_database\COL\COSC\CO_SC_13_190211\CSC-COSC13_00789_1-20-2018.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2163871,Buena Vista South,F:\Nilgai_photo_database\BV\BVS\BV_S_01_190207_Cam75\BVS-BVS01_00139_1-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1552806,Colima East,F:\Nilgai_photo_database\COL\COLE\CO_LE_11_190522\CLE-COLE11_00925_5-1-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
220149,Russel E,F:\Nilgai_photo_database\RU\RUE\RU_E_03_190424\RUE-RUE03_07222_4-12-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
452889,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_03_190403\RCW-RCW03_04212_3-30-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
279179,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_09.1_190212\RCW-RCW09.1_02162_2-8-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
442001,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_7.2_190212\RCW-RCW07.2_02033_1-29-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
432351,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_00.2_190507_Cam88\RCW-RCW00.2_00653_4-28-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1437169,Colima N,F:\Nilgai_photo_database\COL\CONorth\CO_N_04_190729\CN-CON04_01347_7-11-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1819510,BV South Middle,F:\Nilgai_photo_database\BV\BVSM\BV_SM_3_190613\BSM-BVSM3_00010_5-22-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
2267645,Buena Vista SE,F:\Nilgai_photo_database\BV\BVSE\BV_SE_04_190405\BSE-BVSE04_01565_3-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
420538,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_07.1_190212_Cam77\RCW-RCW07.1_01679_1-24-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
479419,Rio Costero W,F:\Nilgai_photo_database\RC\RCW\RC_W_01_190228\RCW-RCW01_00030_1-16-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
1173890,Colima N Central,F:\Nilgai_photo_database\COL\CONC\CO_NC_08_190227_Cam26\CNC-CONC08_00072_2-16-2019.JPG,13.0,Nilgai,58.730270179183286,1,Nilgai,71.50120766163006
